name,dist,alt,ful,time,lat,lon
EBBR,,0,89635,1775490000000,50.90138888888889,4.484444444444445
BR018,25.928,0,86500,0,50.967777777777776,4.318611111111111
NIK,50.004,0,85700,0,51.1525,4.183333333333334
PEVAD,64.82,0,85300,0,51.268055555555556,4.050833333333333
VICOT,87.044,0,84700,0,51.469166666666666,4.05
DOFMU,118.528,0,83900,0,51.734722222222224,4.235
TOC,129.64,8839,83600,0,51.818888888888885,4.301666666666667
EKROS,179.644,8839,83200,0,52.23388888888889,4.617222222222222
SPY,216.684,8839,82800,0,52.534444444444446,4.850555555555555
EEL,357.436,8839,81600,0,53.1525,6.666666666666667
FIR,387.068,8839,81300,0,53.35166666666667,6.968333333333334
WANZA,522.264,8839,80100,0,54.218333333333334,8.4
ALASA,642.644,8839,79000,0,54.80138888888889,9.951944444444445
FIR,822.288,8839,77500,0,55.33444444444444,12.634444444444444
NINTA,1005.636,8839,74300,0,56.21861111111111,18.28361111111111
ADAXA,1044.528,8839,73900,0,56.285833333333336,18.885833333333334
DESON,1159.352,9449,72800,0,56.88527777777778,20.41722222222222
RUDNI,1292.696,9449,71700,0,57.40083333333333,22.401944444444446
FIR,1344.552,9449,71300,0,57.58416666666667,23.234444444444446
FIR,1364.924,9449,71100,0,57.65083333333333,23.535555555555554
NEVTO,1385.296,9449,70900,0,57.71722222222222,23.850833333333334
FIR,1418.632,9449,70700,0,57.86888888888889,24.335
FIR,1429.744,9449,70600,0,57.93361111111111,24.5025
FIR,1435.3,9449,70500,0,57.95194444444444,24.585277777777776
TUKMA,1609.388,9449,69100,0,58.73416666666667,27.134722222222223
MEGAS,1624.204,9449,68900,0,58.8,27.383333333333333
POTKE,1714.952,10668,68000,0,59.15027777777778,28.801666666666666
BESNO,1861.26,10668,66800,0,59.66916666666667,31.15138888888889
ORSUR,1911.264,10668,66400,0,59.76888888888889,32.00138888888889
KERIS,1929.784,10668,66200,0,59.8025,32.33416666666667
LEDBA,2102.02,10668,64800,0,59.734722222222224,35.38361111111111
ZOVKI,2172.396,10668,64300,0,59.68416666666667,36.634166666666665
SIZAV,2244.624,10668,63700,0,59.617777777777775,37.9
DOKOD,2355.744,10668,62800,0,59.48583333333333,39.835
OMOBU,2402.044,10668,62400,0,59.4525,40.66722222222222
TUNOB,2496.496,10668,61700,0,59.38333333333333,42.31861111111111
BALOB,2602.06,10668,60900,0,59.25194444444445,44.15111111111111
DIBAB,2666.88,11278,60200,0,59.18333333333333,45.268055555555556
AGNOG,2796.52,11278,59200,0,58.918055555555554,47.46666666666667
OLNUP,2853.932,11278,58800,0,58.81722222222222,48.45
OGIDA,2876.156,11278,58600,0,58.76833333333333,48.83361111111111
OKTIP,2900.232,11278,58400,0,58.71861111111111,49.235277777777775
DIKIN,2974.312,11278,57800,0,58.56805555555555,50.5
UNANI,3042.836,11278,57300,0,58.41694444444445,51.63388888888889
IBZON,3072.468,11278,57100,0,58.36694444444444,52.11694444444444
OBETU,3183.588,11278,56200,0,58.15111111111111,53.967777777777776
SUMOM,3231.74,11278,55800,0,58.05083333333334,54.78333333333333
IPRAT,3261.372,11278,55600,0,58.01694444444445,55.284166666666664
GANPO,3296.56,11278,55300,0,57.96805555555556,55.86805555555556
ULPAS,3424.348,11278,54400,0,57.785,58.00138888888889
ODMUR,3444.72,11278,54200,0,57.751666666666665,58.335
ABDIR,3581.768,11278,53200,0,57.5175,60.60111111111111
ORTOD,3642.884,11278,52700,0,57.48444444444444,61.618611111111115
ATMEB,3678.072,11278,52500,0,57.466944444444444,62.20111111111111
GIBUL,3772.524,11278,51800,0,57.385555555555555,63.751666666666665
GINPA,3818.824,11278,51500,0,57.284166666666664,64.51694444444445
TINRI,3868.828,11278,51100,0,57.16694444444445,65.3025
LEGBI,3979.948,11278,49000,0,56.51722222222222,70.00222222222222
GISMA,4007.728,11278,47600,0,55.885555555555555,73.25027777777778
ABESA,4120.7,11278,45500,0,54.91833333333334,77.61861111111111
LUMER,4163.296,11278,44000,0,54.0175,80.7525
RALEG,4218.856,11278,43600,0,53.784166666666664,81.50194444444445
IDERI,4263.304,11278,43300,0,53.58583333333333,82.10027777777778
